sentence,sentiment,sentiment_label
"The Business Services group has plenty of great stocks, but investors should always be looking for companies that are outperforming their peers. Aterian (ATER) is a stock that can certainly grab the attention of many investors, but do its recent returns compare favorably",1,호재
"Grupo Aeroportuario Del Pacifico SAB de CV - ADR (PAC) shares closed 0.1% higher than its previous 52 week high, giving the company a market cap of $7B. The stock is currently up 26.8% year-to-date, up 46.0% over the past 12 m",0,중립
European stocks reversed early gains on Tuesday as better-than-expected business activity data in the euro zone failed to excite investors worried about further interest rate hikes by the European Central Bank (ECB).,1,호재
"Investors in Alpine Immune Sciences, Inc. ALPN need to pay close attention to the stock based on moves in the options market lately. That is because the Feb 17, 2023 $2.50 Put had some of the highest implied volatility of all equity options today.",0,중립
"Bargain hunters are wise to pay careful attention to insider buying, because although there are many various reasons for an insider to sell a stock, presumably the only reason they would use their hard-earned cash to make a purchase, is that they expect to make money. Today we",1,호재
(RTTNews) - SWK Holdings Corp. (SWKH) Tuesday named Jody Staggs as President and Chief Executive Officer. Staggs has been serving as interim CEO since September 2022.,2,악재
"Health care stocks were ending mostly lower Tuesday afternoon, with the NYSE Health Care Index and the Health Care Select Sector SPDR Fund (XLV) both easing around 0.3%.",0,중립
"Bargain hunters are wise to pay careful attention to insider buying, because although there are many various reasons for an insider to sell a stock, presumably the only reason they would use their hard-earned dollars to make a purchase, is that they expect to make money. Today",1,호재
"Gulf stocks were mostly firm on Wednesday in early trade, with blue-chip Saudi Arabian Mining (Ma'aden) jumping after forming a joint venture with the kingdom's sovereign wealth fund PIF to invest in mining assets globally.",0,중립
(RTTNews) - VOXX International Corporation (VOXX) announced earnings for third quarter that decreased from last year,0,중립
(RTTNews) - Connected intelligence company CalAmp (CAMP) announced on Friday that it initiated a restructuring plan to reduce approximately eight percent of its employees across various functions.,0,중립
Fintel reports that Highbridge Capital Management has filed a 13G/A form with the SEC disclosing ownership of 0.61MM shares of Rose Hill Acquisition Corp - Class A (ROSE). This represents 4.23% of the co,0,중립
The heat has been turned up for Pennsylvania headquartered bank AmeriServ Financial (US:ASRV) this week as the banking sector focused hedge fund Driver Management Co has taken aim at the group&#39;s management team.,1,호재
(RTTNews) - Altamira Therapeutics Ltd. (CYTO) issued an update on the clinical trials with Bentrio in seasonal allergic rhinitis and acute COVID-19. The interim analysis of Australian NASAR trial in seasonal allergic rhinitis showed statistically significant improvement with Bent,2,악재
"FinWise Bancorp (FINW) came out with quarterly earnings of $0.49 per share, beating the Zacks Consensus Estimate of $0.45 per share. This compares to earnings of $0.90 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.50 A.M. ET).,0,중립
(RTTNews) - Following are some biotech stocks that touched new highs yesterday. Were you able to profit from them?,1,호재
"(RTTNews) - Apparel retailer J.Jill, Inc. (JILL) Monday said it continues to expect fourth-quarter revenues to be flat to down 3 percent compared to last year, and adjusted EBITDA to be in the range of $9.0 million and $11.0 million.",0,중립
"The market expects SonoTek Corporation (SOTK) to deliver a year-over-year decline in earnings on lower revenues when it reports results for the quarter ended November 2022. This widely-known consensus outlook is important in assessing the company's earnings picture, but a",2,악재
"Orders for U.S.-made factory goods bounced back in December, with inflation starting to show signs of easing. Rising prices have compelled people to cut down on spending on goods but orders for factory goods are rebounding as prices continue to cool. The jump in December",2,악재
"Bargain hunters are wise to pay careful attention to insider buying, because although there are many various reasons for an insider to sell a stock, presumably the only reason they would use their hard-earned dollars to make a purchase, is that they expect to make money. Today",1,호재
"Health care stocks were trending higher pre-bell Tuesday, with the Health Care Select Sector SPDR Fund (XLV) rising 0.3%. The Vanguard Health Care Index Fund (VHT) was recently inactive.",0,중립
"The following are the top rated Basic Materials stocks according to Validea's Patient Investor model based on the published strategy of Warren Buffett. This strategy seeks out firms with long-term, predictable profitability and low debt that trade at reasonable valuations.FASTENA",1,호재
Technology stocks were retreating pre-bell Tuesday. The Technology Select Sector SPDR Fund (XLK) was down 0.7% and the iShares Semiconductor ETF (SOXX) was slipping past 1% recently.,0,중립
Fintel reports that First Trust Portfolios has filed a 13G/A form with the SEC disclosing ownership of 1.82MM shares of Blackstone Gso Senior Floating (BSL). This represents 14.35% of the company.,0,중립
Big 5 Sporting Goods (NASDAQ: BGFV) is attracting investors due to its sizable dividend yield. This video will evaluate whether that dividend payment is sustainable.,0,중립
"While the proven Zacks Rank places an emphasis on earnings estimates and estimate revisions to find strong stocks, we also know that investors tend to develop their own individual strategies. With this in mind, we are always looking at value, growth, and momentum trends t",1,호재
"The NASDAQ 100 Pre-Market Indicator is up 40.69 to 10,781.91. The total Pre-Market volume is currently 56,608,732 shares traded.The following are the most active stocks for the pre-market session: CytomX Therapeutics, Inc. (CTMX) is +1.26 at $3.05, with 9,878,789 shares traded.",0,중립
(RTTNews) - SWK Holdings Corp. (SWKH) Tuesday named Jody Staggs as President and Chief Executive Officer. Staggs has been serving as interim CEO since September 2022.,2,악재
"Bond traders are stars again on Wall Street. Fixed income, currencies and commodities (FICC) traders bolstered bank profits last year despite dreary deal markets. And traders who have navigated renewed market volatility are set to extend their winning streak, senior bankers told Reuters.",1,호재
"Sign manufacturing company Daktronics (US:DAKT) finished the trading week with 15.6% in gains after activist investor Alta Fox Capital announced its latest campaign against the firm's management team.On Friday, Fintel reported that Alta Fox Opportunities Fund, LP filed a 13D form",1,호재
"CorEnergy (CORR) closed the most recent trading day at $2.08, moving -0.95% from the previous trading session. This change lagged the S&amp;P 500's daily gain of 1.19%. Meanwhile, the Dow gained 0.76%, and the Nasdaq, a tech-heavy index, added 0.29%.",1,호재
"The NASDAQ 100 Pre-Market Indicator is up 40.69 to 10,781.91. The total Pre-Market volume is currently 56,608,732 shares traded.The following are the most active stocks for the pre-market session: CytomX Therapeutics, Inc. (CTMX) is +1.26 at $3.05, with 9,878,789 shares traded.",0,중립
X4 Pharmaceuticals (XFOR) could be a solid choice for investors given its recent upgrade to a Zacks Rank #2 (Buy). This upgrade is essentially a reflection of an upward trend in earnings estimates -- one of the most powerful forces impacting stock prices.,1,호재
Technology stocks were gaining pre-bell Monday. The Technology Select Sector SPDR Fund (XLK) was 0.6% higher and the iShares Semiconductor ETF (SOXX) was recently rising past 1%.,1,호재
"Health care stocks were ending little changed this afternoon, with the NYSE Health Care Index climbing 0.1% and the Health Care Select Sector SPDR Fund (XLV) ahead less than 0.1%.",0,중립
"Joe Forkey, CEO, will present and host one-on-one meetings with investors at the Lytham Partners Investor Select Conference, taking place virtually on January 31, 2023. Company Webcast The Company's webcast presentation will be available for viewing at 9:00am ET on Tuesday, January 31, 2023, on the Company's website at https://www.poci.com/investors or...",0,중립
"For Immediate ReleaseChicago, IL &ndash; January 6, 2023 &ndash; Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets. Stocks recently featured i",0,중립
